mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,zcr,rms,spec_cent,spec_bw,rolloff,chroma_stft1,chroma_stft2,chroma_stft3,chroma_stft4,chroma_stft5,chroma_stft6,chroma_stft7,chroma_stft8,chroma_stft9,chroma_stft10,chroma_stft11,chroma_stft12,fileName,label
-218.22808837890625,116.21321868896484,-73.00215911865234,-18.335899353027344,-20.3863468170166,-17.674814224243164,-10.07246208190918,-6.3448052406311035,-9.509683609008789,5.126959800720215,-7.8601484298706055,-6.519754409790039,-5.721885681152344,-9.032341957092285,-11.738322257995605,-1.6988451480865479,-10.693866729736328,-1.366536021232605,-6.1088457107543945,-1.5215648412704468,0.11085457149071926,0.04887880012392998,1815.7681678280114,1639.3621436422793,3033.6086476761893,0.6362457871437073,0.5774964690208435,0.5353937149047852,0.5836870670318604,0.6194416284561157,0.6332844495773315,0.6975234746932983,0.7531033158302307,0.6835793852806091,0.635082483291626,0.6150990724563599,0.625340461730957,biden-original_clip_0_vtlp.wav,0
-207.4276885986328,118.9526138305664,-60.99958419799805,-14.955368041992188,-15.36152458190918,-10.254717826843262,-6.798059940338135,-11.723891258239746,-10.708292961120605,-1.1443852186203003,-8.710441589355469,-2.337101936340332,-8.132758140563965,-13.8390531539917,-10.683040618896484,-2.048588991165161,-10.069202423095703,-1.0203646421432495,-7.921389579772949,-3.4598724842071533,0.10777873948665893,0.05592449754476547,1802.5680418095124,1715.5914786484445,3011.650775812065,0.4976697862148285,0.4966251850128174,0.6184881925582886,0.6057636737823486,0.629612147808075,0.6896652579307556,0.6350102424621582,0.6026368737220764,0.575926661491394,0.553681492805481,0.6067904233932495,0.5776978135108948,biden-original_clip_1_vtlp.wav,0
-237.331787109375,106.42410278320312,-55.35993576049805,-14.485865592956543,-20.810361862182617,-12.371281623840332,-12.521672248840332,-6.070817947387695,-9.194908142089844,-4.500150680541992,-7.770703315734863,-2.76354718208313,-6.2581915855407715,-7.862259864807129,-11.090723037719727,-3.095294952392578,-11.523944854736328,-4.366722106933594,-13.312582015991211,-6.725505352020264,0.1196175772186775,0.04633316397666931,1945.4271298450128,1773.9836873623674,3204.0756756634282,0.5234966278076172,0.602250337600708,0.7229222655296326,0.7134776711463928,0.5664582252502441,0.5163037776947021,0.509726881980896,0.5467090010643005,0.5479687452316284,0.5692877769470215,0.6100355982780457,0.5855551958084106,biden-original_clip_10_vtlp.wav,0
-330.564697265625,143.03379821777344,-36.515872955322266,-11.831306457519531,-5.578858375549316,-8.12964916229248,-12.365589141845703,-9.89084243774414,-8.540246963500977,-2.6921088695526123,-3.8777801990509033,-4.6037421226501465,-5.414437294006348,-11.210511207580566,-11.233418464660645,-2.5293333530426025,-11.473763465881348,-4.158621788024902,-7.131833553314209,-6.301548004150391,0.0841769685324826,0.0320439338684082,1461.7247279746357,1534.5846391568439,2352.1652044663574,0.5411189198493958,0.536007285118103,0.5964533090591431,0.6237590909004211,0.6360535025596619,0.5936019420623779,0.6374315619468689,0.6890062093734741,0.5563449859619141,0.5502495765686035,0.5739142298698425,0.5461567640304565,biden-original_clip_11_vtlp.wav,0
-295.6847839355469,115.73847961425781,-35.24428939819336,-9.704937934875488,-8.813423156738281,-1.8985316753387451,-9.429486274719238,-10.481483459472656,-11.849056243896484,-2.231109380722046,-2.0579519271850586,-2.1601667404174805,-6.224287033081055,-7.08890438079834,-9.961243629455566,-2.146336793899536,-12.123371124267578,-5.586096286773682,-7.998137950897217,-9.229352951049805,0.11264682424593968,0.03782590851187706,1860.7435633696812,1737.985514141536,3138.30198212732,0.5114103555679321,0.5896521806716919,0.6207402944564819,0.5900242328643799,0.5877627730369568,0.5756713151931763,0.5841883420944214,0.5469694137573242,0.5989519953727722,0.619620144367218,0.5671193599700928,0.5129867792129517,biden-original_clip_12_vtlp.wav,0
-263.1622314453125,125.25448608398438,-52.619205474853516,-11.549490928649902,-15.058208465576172,-6.606281757354736,-12.20201587677002,-9.295248985290527,-5.5840983390808105,-2.2776236534118652,-4.566102981567383,-2.722175359725952,-6.73457670211792,-6.91099214553833,-8.119505882263184,-1.5536936521530151,-15.76991081237793,-6.042170524597168,-10.980329513549805,-8.065999031066895,0.09860902153422274,0.043236345052719116,1679.2123450535958,1609.022623128151,2755.8003507468097,0.6276400685310364,0.5961702466011047,0.5678062438964844,0.5371729135513306,0.5280343294143677,0.6061061024665833,0.6234056949615479,0.5485667586326599,0.615519106388092,0.6192969083786011,0.5545667409896851,0.5813148617744446,biden-original_clip_13_vtlp.wav,0
-264.9933166503906,117.16503143310547,-48.767608642578125,-6.966848850250244,-7.106786727905273,-3.2633752822875977,-14.863741874694824,-10.62141227722168,-10.525782585144043,-6.456843376159668,-6.556076526641846,-3.854269027709961,-8.749811172485352,-7.610328674316406,-8.0387544631958,-0.6843002438545227,-16.182674407958984,-6.458114147186279,-9.899564743041992,-11.973612785339355,0.10079439167633411,0.045455798506736755,1768.3195704180923,1722.4241300202823,2940.9559210049306,0.564538300037384,0.6272894740104675,0.6646737456321716,0.5850803256034851,0.5059192180633545,0.5743335485458374,0.5454293489456177,0.5243088603019714,0.6138166785240173,0.5881394743919373,0.5877541303634644,0.5204892158508301,biden-original_clip_14_vtlp.wav,0
-294.1390075683594,117.19731903076172,-39.18771743774414,-6.071397304534912,-5.623629570007324,-5.610671520233154,-13.811041831970215,-13.010916709899902,-7.082411766052246,-2.735504388809204,-5.115547180175781,-4.505527019500732,-6.180730819702148,-7.315333366394043,-7.8910017013549805,-2.6747243404388428,-15.242203712463379,-3.047590732574463,-6.915050506591797,-12.040806770324707,0.10602500543793504,0.03983249515295029,1818.9373785493422,1720.7782582858986,3086.592318010441,0.523192286491394,0.5790132284164429,0.6076791286468506,0.4943784773349762,0.4621003270149231,0.5042051672935486,0.4854661524295807,0.5013075470924377,0.6187071204185486,0.5795110464096069,0.5276712775230408,0.49180087447166443,biden-original_clip_15_vtlp.wav,0
-293.94537353515625,124.8092041015625,-50.783260345458984,-13.665860176086426,-14.175649642944336,-8.673624992370605,-6.543396949768066,-6.495840072631836,-10.464338302612305,0.6976009011268616,-5.195559501647949,-3.6863410472869873,-6.327052116394043,-6.670704364776611,-7.1599578857421875,-2.0886363983154297,-12.626577377319336,-4.770068168640137,-9.409965515136719,-8.7614107131958,0.09782618546983758,0.03145506605505943,1703.009711228941,1710.3414792001363,2888.571783008266,0.6263652443885803,0.6420904994010925,0.6210193037986755,0.574918270111084,0.5362338423728943,0.5739162564277649,0.5903163552284241,0.5972505807876587,0.6461435556411743,0.6240696310997009,0.5788291692733765,0.6025283932685852,biden-original_clip_16_vtlp.wav,0
-269.7748718261719,116.40230560302734,-44.48938751220703,-11.135072708129883,-18.223121643066406,-9.94027328491211,-10.781508445739746,-10.185237884521484,-11.953788757324219,-0.3296140134334564,-2.581904172897339,-5.619323253631592,-5.189905166625977,-7.803123474121094,-11.756696701049805,-0.561866044998169,-13.773058891296387,-4.287120342254639,-9.069361686706543,-7.7289323806762695,0.11038554959396751,0.040757399052381516,1812.18125109287,1743.4472402540023,2980.0754060324825,0.5816341042518616,0.5710318684577942,0.5394932627677917,0.5783717632293701,0.556742250919342,0.5782972574234009,0.5774219036102295,0.5714389681816101,0.6756856441497803,0.6212777495384216,0.5467153787612915,0.529443621635437,biden-original_clip_17_vtlp.wav,0
