mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,zcr,rms,spec_cent,spec_bw,rolloff,chroma_stft1,chroma_stft2,chroma_stft3,chroma_stft4,chroma_stft5,chroma_stft6,chroma_stft7,chroma_stft8,chroma_stft9,chroma_stft10,chroma_stft11,chroma_stft12,fileName,label
-198.323486328125,94.06376647949219,-55.26389694213867,-25.76137924194336,-15.835567474365234,-17.33635711669922,-8.054845809936523,-7.342836856842041,-5.182502746582031,2.853562831878662,-4.367304801940918,-6.7654218673706055,-3.928990125656128,-8.976946830749512,-8.87460708618164,-3.422969341278076,-6.379820346832275,-3.5004940032958984,-2.4385757446289062,-2.619405746459961,0.11461920859918794,0.04894091561436653,2102.5795318335577,2102.3460574583264,3611.2830354553366,0.6219906806945801,0.5648104548454285,0.5483086705207825,0.6115135550498962,0.6319124698638916,0.6526402235031128,0.7246778607368469,0.7445555925369263,0.6645553708076477,0.6284288167953491,0.6095119118690491,0.6451412439346313,biden-original_clip_0_vtlp.wav,0
-190.42361450195312,99.45047760009766,-45.926753997802734,-22.028127670288086,-11.21198558807373,-10.357443809509277,-6.011387348175049,-11.20380973815918,-8.903910636901855,-2.088413715362549,-6.222731113433838,-3.031587839126587,-6.470075607299805,-14.021488189697266,-8.52488899230957,-3.5011298656463623,-6.702606201171875,-3.1003689765930176,-4.671877384185791,-5.002715587615967,0.11071635730858469,0.05597277730703354,2059.076801882171,2124.5817528815023,3549.6810877682715,0.49832284450531006,0.5220046639442444,0.638638973236084,0.603310227394104,0.6603262424468994,0.6834172010421753,0.6203346252441406,0.6050545573234558,0.5645456910133362,0.5619505643844604,0.6195231676101685,0.5549104809761047,biden-original_clip_1_vtlp.wav,0
-216.1370849609375,83.67610931396484,-38.34519958496094,-21.661775588989258,-15.281110763549805,-13.666496276855469,-9.462486267089844,-6.555241584777832,-6.7069549560546875,-4.802618980407715,-5.14736270904541,-3.3262875080108643,-3.7532708644866943,-8.128466606140137,-8.332321166992188,-4.199860095977783,-7.767198085784912,-6.21803617477417,-9.527568817138672,-7.941845417022705,0.12821744489559164,0.04641379415988922,2366.3867722646773,2320.858970382364,4304.692144902842,0.5360166430473328,0.6143752932548523,0.7290419340133667,0.7193260788917542,0.5780647993087769,0.521631121635437,0.5150978565216064,0.5509088635444641,0.5547384023666382,0.5758406519889832,0.6148830056190491,0.5918337106704712,biden-original_clip_10_vtlp.wav,0
-274.4577331542969,84.29360961914062,-6.4582672119140625,-16.25345802307129,-6.002171993255615,-5.817069053649902,-10.604004859924316,-9.362457275390625,-6.039927959442139,-2.812297821044922,-1.9350383281707764,-2.879390239715576,-5.199608325958252,-9.43012523651123,-8.230685234069824,-4.337391376495361,-6.7432332038879395,-5.246679306030273,-4.863245964050293,-5.783263206481934,0.14065105677204176,0.032279565930366516,2712.029527196279,2748.9783929596683,5583.219835321201,0.5845221877098083,0.588767945766449,0.6421509385108948,0.6727791428565979,0.6850082278251648,0.6193830370903015,0.6493239998817444,0.6889864206314087,0.5794922113418579,0.5802921652793884,0.6067374348640442,0.5863059759140015,biden-original_clip_11_vtlp.wav,0
-255.77113342285156,74.14384460449219,-12.740313529968262,-14.377164840698242,-7.364543914794922,-0.7111981511116028,-8.0877685546875,-10.04405403137207,-9.667959213256836,-2.3140065670013428,-0.4381430149078369,-1.8768024444580078,-4.310434341430664,-7.384018421173096,-6.6199164390563965,-4.065596103668213,-8.503214836120605,-5.873505592346191,-6.312342166900635,-8.968599319458008,0.15326140153712298,0.038008254021406174,2807.7477841968735,2673.879888202178,5597.258884226363,0.544017493724823,0.6192171573638916,0.6420655846595764,0.6181321740150452,0.615865170955658,0.5961329340934753,0.5840633511543274,0.5592835545539856,0.6190473437309265,0.6300023198127747,0.5834490656852722,0.5350181460380554,biden-original_clip_12_vtlp.wav,0
-231.8727569580078,90.6673583984375,-29.647098541259766,-20.48900032043457,-9.907690048217773,-7.773244857788086,-9.800957679748535,-8.92939567565918,-4.266071796417236,-2.003861665725708,-2.557332754135132,-3.0241034030914307,-4.759927749633789,-7.2190070152282715,-4.975742340087891,-4.036125659942627,-10.724712371826172,-8.209933280944824,-7.903041839599609,-8.723788261413574,0.11447532990139211,0.043328020721673965,2275.7383183854563,2376.1424891039774,4265.747523473753,0.630379319190979,0.6019502878189087,0.5714057683944702,0.5511224269866943,0.5577500462532043,0.6337932348251343,0.5980254411697388,0.5608447194099426,0.6350475549697876,0.6044895648956299,0.5585869550704956,0.6175763010978699,biden-original_clip_13_vtlp.wav,0
-234.67727661132812,84.16888427734375,-27.24839973449707,-14.729013442993164,-2.8458805084228516,-4.106252193450928,-12.415926933288574,-10.649601936340332,-8.585882186889648,-6.418981552124023,-4.446549415588379,-4.16805362701416,-6.470301628112793,-8.194926261901855,-4.6427998542785645,-3.153704881668091,-11.873581886291504,-7.8665452003479,-7.5737762451171875,-11.992459297180176,0.1251812645011601,0.045583490282297134,2430.3468449956467,2457.0045799618133,4739.552933765951,0.5820194482803345,0.6445940136909485,0.680906355381012,0.6036626696586609,0.5319005846977234,0.5835621356964111,0.5492231249809265,0.5354655385017395,0.6176742911338806,0.5966596007347107,0.5958026647567749,0.5351623892784119,biden-original_clip_14_vtlp.wav,0
-254.21307373046875,75.86947631835938,-16.82684326171875,-11.037429809570312,-3.6286230087280273,-4.83438777923584,-12.84004020690918,-11.253129005432129,-6.1073527336120605,-2.670142412185669,-3.065047264099121,-4.0312676429748535,-4.918014049530029,-6.6903533935546875,-5.088240623474121,-4.571278095245361,-10.790310859680176,-4.222294330596924,-4.765048503875732,-11.88692855834961,0.13989767618909513,0.03999316319823265,2683.421991040829,2605.8084237329763,5256.599613906613,0.5749595165252686,0.6304185390472412,0.6138788461685181,0.5098620653152466,0.5106896758079529,0.527865469455719,0.49334976077079773,0.5535262227058411,0.6338383555412292,0.5791241526603699,0.5449578762054443,0.5157604813575745,biden-original_clip_15_vtlp.wav,0
-255.02371215820312,83.23770904541016,-24.90170669555664,-21.764524459838867,-9.77810287475586,-8.418262481689453,-4.381679534912109,-6.257487773895264,-7.235125541687012,-0.3842873275279999,-2.0799789428710938,-3.808393716812134,-4.102365493774414,-6.164153099060059,-4.413144111633301,-3.0576672554016113,-8.457096099853516,-5.803737163543701,-6.6772074699401855,-8.58470630645752,0.13109728465777262,0.03163520619273186,2610.192438239623,2644.411612263582,5435.035425880946,0.6505156755447388,0.6667870879173279,0.6344236731529236,0.5995240807533264,0.5790543556213379,0.6005587577819824,0.6036490797996521,0.6197990775108337,0.6597003936767578,0.6325328946113586,0.6010305881500244,0.6343110203742981,biden-original_clip_16_vtlp.wav,0
-237.33749389648438,83.14603424072266,-24.730182647705078,-17.344980239868164,-13.725600242614746,-10.210668563842773,-8.735054016113281,-9.943243980407715,-8.52160930633545,-1.3641314506530762,-0.6488063335418701,-4.395895481109619,-4.033090591430664,-7.959033012390137,-7.399302005767822,-3.294497489929199,-9.126110076904297,-5.762607097625732,-5.87577486038208,-8.403840065002441,0.1329155941850348,0.04088272526860237,2504.2048005916713,2473.9622124160883,4780.770781975058,0.5954905152320862,0.5687160491943359,0.6009072661399841,0.5943793058395386,0.5961698293685913,0.5860888361930847,0.5731741189956665,0.6719250082969666,0.6435244083404541,0.5702059864997864,0.5460279583930969,0.5894256830215454,biden-original_clip_17_vtlp.wav,0
