mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,zcr,rms,spec_cent,spec_bw,rolloff,chroma_stft1,chroma_stft2,chroma_stft3,chroma_stft4,chroma_stft5,chroma_stft6,chroma_stft7,chroma_stft8,chroma_stft9,chroma_stft10,chroma_stft11,chroma_stft12,fileName,label
-253.7501678466797,115.26536560058594,-72.89527130126953,-18.631223678588867,-20.65629005432129,-17.88077735900879,-10.92454719543457,-7.386127471923828,-9.695088386535645,4.381201267242432,-8.145160675048828,-6.739136695861816,-5.778365612030029,-9.251935005187988,-11.048691749572754,-1.8035112619400024,-10.99464225769043,-1.3635715246200562,-6.309138298034668,-1.5426629781723022,0.111209877348643,0.033420588821172714,1818.1305882299246,1645.5793095574254,3054.5230746020356,0.652190089225769,0.5781593322753906,0.5313776135444641,0.5743034482002258,0.6095191836357117,0.6165183186531067,0.6867992877960205,0.7406101226806641,0.6846362352371216,0.6367079615592957,0.6290203332901001,0.6317523121833801,biden-original_clip_0_vtlp.wav,0
-241.11302185058594,117.4709701538086,-60.01498794555664,-14.315990447998047,-14.65302848815918,-10.263949394226074,-7.8034539222717285,-13.254307746887207,-11.069439888000488,-1.3019218444824219,-8.880918502807617,-2.842684268951416,-8.575313568115234,-14.620396614074707,-10.55370807647705,-1.1513677835464478,-9.585946083068848,-1.1522260904312134,-7.599372863769531,-3.456552028656006,0.10915481471816284,0.03805289417505264,1815.1640162437611,1738.52040151989,3059.4680690566283,0.49075087904930115,0.4964640140533447,0.6031099557876587,0.5887244343757629,0.622596263885498,0.7005912065505981,0.6568176746368408,0.6146441698074341,0.5921531915664673,0.5658915638923645,0.6117788553237915,0.5851868987083435,biden-original_clip_1_vtlp.wav,0
-271.1923522949219,105.43074798583984,-54.58174514770508,-15.413126945495605,-20.220714569091797,-12.575465202331543,-13.082231521606445,-7.1902594566345215,-9.697452545166016,-4.965815544128418,-8.43674373626709,-3.431119680404663,-6.821750640869141,-8.236388206481934,-11.30048942565918,-3.0576109886169434,-11.423755645751953,-4.3280229568481445,-13.187345504760742,-7.389686107635498,0.12076958833507306,0.03212638199329376,1944.7291423517697,1781.164006575186,3200.5352744976512,0.540191650390625,0.6054257154464722,0.7127664685249329,0.7171419858932495,0.5619698166847229,0.5119278430938721,0.5036435127258301,0.5439147353172302,0.5561099052429199,0.5935156345367432,0.6156694293022156,0.5924962162971497,biden-original_clip_10_vtlp.wav,0
-361.14105224609375,140.41815185546875,-35.286705017089844,-12.58290958404541,-5.244350910186768,-8.497475624084473,-13.01505184173584,-10.15965747833252,-9.18449878692627,-3.037445545196533,-4.090097904205322,-4.63138484954834,-5.390452861785889,-11.42709732055664,-11.213653564453125,-2.5673415660858154,-10.916645050048828,-4.068327903747559,-7.351047515869141,-6.495360851287842,0.08549611006002088,0.0214545875787735,1464.4518356268372,1549.8148102162422,2375.4404725013046,0.5413996577262878,0.5279335379600525,0.5881413221359253,0.6339067220687866,0.6284196376800537,0.577669084072113,0.6269254684448242,0.6937061548233032,0.564736008644104,0.5579438209533691,0.5710721015930176,0.5472583770751953,biden-original_clip_11_vtlp.wav,0
-326.7684020996094,114.25120544433594,-35.10047912597656,-10.832352638244629,-9.484046936035156,-2.077383041381836,-10.855295181274414,-11.335906982421875,-12.5969877243042,-2.789283275604248,-2.3513379096984863,-2.333601951599121,-6.344544410705566,-7.204299449920654,-9.486579895019531,-2.124720335006714,-12.267375946044922,-6.146661281585693,-8.187980651855469,-9.441905975341797,0.11377972501304802,0.026036502793431282,1870.0428477385851,1761.147604978245,3174.2144176507045,0.5028403997421265,0.5795426368713379,0.6258015036582947,0.5889725089073181,0.5932173132896423,0.576304018497467,0.5740029215812683,0.5373838543891907,0.583603024482727,0.6300634741783142,0.5832749009132385,0.5180213451385498,biden-original_clip_12_vtlp.wav,0
-295.5613708496094,123.51221466064453,-52.33452606201172,-11.780693054199219,-14.564397811889648,-6.693734645843506,-12.508003234863281,-9.717272758483887,-6.040544509887695,-2.613168716430664,-4.828214645385742,-2.528231382369995,-6.681331634521484,-7.414830207824707,-7.747226238250732,-1.7036699056625366,-15.526721954345703,-5.784920692443848,-10.938150405883789,-8.286611557006836,0.10268177518267223,0.02939733862876892,1690.2304285158139,1618.1949326837623,2783.8970144506784,0.6202134490013123,0.5978773236274719,0.5638895630836487,0.528687596321106,0.5503680109977722,0.6426429152488708,0.5924451351165771,0.5725866556167603,0.6553363800048828,0.6188637018203735,0.5646039843559265,0.6324394941329956,biden-original_clip_13_vtlp.wav,0
-297.02093505859375,115.12382507324219,-48.86427688598633,-8.259510040283203,-6.949446678161621,-3.8508050441741943,-16.30841636657715,-12.121638298034668,-11.452692985534668,-6.862307548522949,-6.813234806060791,-3.680371046066284,-8.682699203491211,-7.74727201461792,-7.581518650054932,-1.1851359605789185,-16.64726448059082,-6.919449329376221,-9.356559753417969,-11.39128589630127,0.10300593684759916,0.030488843098282814,1783.2638063761137,1738.8015294549778,2982.326155564979,0.5917961001396179,0.6376131176948547,0.673220694065094,0.5666099190711975,0.5160674452781677,0.59902423620224,0.5421153903007507,0.5436484217643738,0.6189593076705933,0.5867794156074524,0.5724626779556274,0.5261632204055786,biden-original_clip_14_vtlp.wav,0
-323.9175109863281,114.76824951171875,-37.889163970947266,-7.267983436584473,-6.2197160720825195,-5.906103134155273,-15.163520812988281,-13.447152137756348,-7.836360931396484,-2.957190990447998,-5.393075466156006,-4.986599922180176,-6.345215797424316,-7.636941909790039,-7.818863391876221,-3.182291030883789,-15.23431396484375,-2.8565540313720703,-7.105231285095215,-11.877325057983398,0.10792340814196243,0.02758246846497059,1833.263591189758,1747.5523572258955,3142.274248923539,0.5606100559234619,0.6122834086418152,0.5967516899108887,0.4895242154598236,0.4840128421783447,0.5183361172676086,0.4849933981895447,0.5482168197631836,0.6299320459365845,0.5865382552146912,0.5367717742919922,0.5001616477966309,biden-original_clip_15_vtlp.wav,0
-327.420166015625,122.68683624267578,-50.308265686035156,-15.475224494934082,-13.336822509765625,-8.880231857299805,-6.757681846618652,-6.908933162689209,-11.192002296447754,-0.27308377623558044,-5.146735191345215,-3.2589704990386963,-5.493265151977539,-6.90185546875,-7.199874401092529,-2.5085723400115967,-13.015214920043945,-5.079774379730225,-9.086424827575684,-8.673069953918457,0.09941263537317328,0.021366771310567856,1713.5428312093234,1724.617614043692,2906.2631499543318,0.6283462643623352,0.650793731212616,0.6183228492736816,0.5717672109603882,0.541010320186615,0.5734854936599731,0.5772588849067688,0.580053985118866,0.6197438836097717,0.5964270234107971,0.5560321807861328,0.5979514122009277,biden-original_clip_16_vtlp.wav,0
-301.467529296875,115.35870361328125,-44.16501998901367,-12.376107215881348,-18.790416717529297,-10.886825561523438,-11.505386352539062,-11.084444999694824,-12.449318885803223,-1.173194408416748,-2.5753068923950195,-5.157191753387451,-4.989948749542236,-8.59122085571289,-11.520674705505371,-0.42781001329421997,-13.745755195617676,-3.9695773124694824,-8.602287292480469,-7.61968994140625,0.11247390396659708,0.027581147849559784,1819.2158068342787,1756.4290533513558,3013.4796206289143,0.5898846387863159,0.5705047845840454,0.5388764142990112,0.5884537100791931,0.5708391070365906,0.5761189460754395,0.5778841376304626,0.5664436221122742,0.6718669533729553,0.6233311891555786,0.5355406403541565,0.5257806181907654,biden-original_clip_17_vtlp.wav,0
