mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,zcr,rms,spec_cent,spec_bw,rolloff,chroma_stft1,chroma_stft2,chroma_stft3,chroma_stft4,chroma_stft5,chroma_stft6,chroma_stft7,chroma_stft8,chroma_stft9,chroma_stft10,chroma_stft11,chroma_stft12,fileName,label
-108.76753997802734,116.21429443359375,-73.00109100341797,-18.3348331451416,-20.385284423828125,-17.67375373840332,-10.071402549743652,-6.343750953674316,-9.508627891540527,5.1280107498168945,-7.859096527099609,-6.518708229064941,-5.720837593078613,-9.03129768371582,-11.737278938293457,-1.697804570198059,-10.692827224731445,-1.3655003309249878,-6.1078104972839355,-1.5205333232879639,0.11085457149071926,0.14889119565486908,1815.7667990747682,1639.3624582339096,3033.6086476761893,0.6362456679344177,0.577496349811554,0.5353935956954956,0.5836870074272156,0.6194416880607605,0.633284330368042,0.6975233554840088,0.7531032562255859,0.6835793852806091,0.635082483291626,0.6150990724563599,0.6253402829170227,biden-original_clip_0_vtlp.wav,0
-122.56684875488281,118.95259857177734,-60.999595642089844,-14.955381393432617,-15.361538887023926,-10.254731178283691,-6.798075199127197,-11.723905563354492,-10.708307266235352,-1.1443977355957031,-8.710454940795898,-2.3371143341064453,-8.132770538330078,-13.839064598083496,-10.683052062988281,-2.048600912094116,-10.069215774536133,-1.020376443862915,-7.9214019775390625,-3.4598851203918457,0.10776967626160093,0.13262872397899628,1802.5674324447923,1715.591712326613,3011.625795297999,0.4976697266101837,0.49662530422210693,0.6184881925582886,0.6057637333869934,0.6296122074127197,0.6896652579307556,0.6350101232528687,0.6026368737220764,0.5759267210960388,0.5536815524101257,0.6067905426025391,0.5776976346969604,biden-original_clip_1_vtlp.wav,0
-149.03990173339844,106.4229736328125,-55.361080169677734,-14.486995697021484,-20.811494827270508,-12.37240982055664,-12.52280330657959,-6.071949481964111,-9.196036338806152,-4.501276969909668,-7.771830081939697,-2.764664888381958,-6.2593092918396,-7.863368511199951,-11.091832160949707,-3.096397876739502,-11.52504825592041,-4.367820739746094,-13.313677787780762,-6.726597785949707,0.11965383011890951,0.11378739029169083,1945.4306172101776,1773.9842535974828,3204.0756756634282,0.5234967470169067,0.602250337600708,0.722922146320343,0.7134778499603271,0.5664583444595337,0.5163037776947021,0.5097269415855408,0.5467090606689453,0.5479687452316284,0.5692876577377319,0.6100355982780457,0.5855552554130554,biden-original_clip_10_vtlp.wav,0
-235.46319580078125,143.02947998046875,-36.52019119262695,-11.835628509521484,-5.583183288574219,-8.133965492248535,-12.369908332824707,-9.89515209197998,-8.5445556640625,-2.6964099407196045,-3.882075548171997,-4.608031272888184,-5.418721675872803,-11.21478271484375,-11.237688064575195,-2.5335843563079834,-11.478008270263672,-4.162854194641113,-7.136053562164307,-6.305758476257324,0.08418603175754061,0.08434366434812546,1461.7538854351242,1534.5846332474184,2352.1901849804235,0.5411189794540405,0.536007285118103,0.5964533686637878,0.6237590312957764,0.6360535025596619,0.5936020612716675,0.6374315619468689,0.6890061497688293,0.5563450455665588,0.5502495765686035,0.5739141702651978,0.546156644821167,biden-original_clip_11_vtlp.wav,0
-185.5340118408203,115.73787689208984,-35.244895935058594,-9.705556869506836,-8.814035415649414,-1.8991495370864868,-9.430106163024902,-10.482097625732422,-11.849677085876465,-2.2317330837249756,-2.0585741996765137,-2.160783052444458,-6.224905967712402,-7.089529514312744,-9.961857795715332,-2.146954298019409,-12.12398910522461,-5.586706638336182,-7.998757362365723,-9.229973793029785,0.11265588747099768,0.11603624373674393,1860.7499360274944,1737.9855728886625,3138.326962641386,0.5114102363586426,0.5896522402763367,0.6207402944564819,0.5900242924690247,0.5877626538276672,0.5756712555885315,0.5841881632804871,0.5469694137573242,0.5989519953727722,0.619620144367218,0.5671195387840271,0.5129867792129517,biden-original_clip_12_vtlp.wav,0
-160.9009246826172,125.2528305053711,-52.62085723876953,-11.551143646240234,-15.05986213684082,-6.607930660247803,-12.203666687011719,-9.296895980834961,-5.585741996765137,-2.279266119003296,-4.56774377822876,-2.7238121032714844,-6.736211776733398,-6.912623882293701,-8.121134757995605,-1.5553191900253296,-15.77153205871582,-6.043788433074951,-10.981943130493164,-8.067606925964355,0.09859995830916474,0.12240229547023773,1679.2221848818008,1609.0214893808648,2755.8003507468097,0.6276400089263916,0.5961703062057495,0.5678061842918396,0.5371729731559753,0.5280343890190125,0.6061061024665833,0.6234056949615479,0.5485668182373047,0.615519106388092,0.6192969083786011,0.5545668005943298,0.5813148617744446,biden-original_clip_13_vtlp.wav,0
-168.51551818847656,117.16435241699219,-48.768306732177734,-6.967541217803955,-7.107478618621826,-3.264068603515625,-14.864432334899902,-10.62210464477539,-10.526473999023438,-6.457533359527588,-6.556766033172607,-3.85495662689209,-8.750497817993164,-7.611013889312744,-8.039437294006348,-0.6849814057350159,-16.183353424072266,-6.458792686462402,-9.900239944458008,-11.974287986755371,0.10077739812935035,0.12132975459098816,1768.322050407975,1722.4235886432145,2940.9309404908645,0.5645382404327393,0.6272894144058228,0.6646736860275269,0.5850803256034851,0.5059191584587097,0.5743335485458374,0.5454292893409729,0.5243089199066162,0.6138167381286621,0.5881394147872925,0.5877541303634644,0.5204891562461853,biden-original_clip_14_vtlp.wav,0
-186.58566284179688,117.19706726074219,-39.18795394897461,-6.071633815765381,-5.623867034912109,-5.610908031463623,-13.811277389526367,-13.011150360107422,-7.082647323608398,-2.735739231109619,-5.115782737731934,-4.50576114654541,-6.180965423583984,-7.315566539764404,-7.891235828399658,-2.6749582290649414,-15.242435455322266,-3.047823905944824,-6.915283679962158,-12.041037559509277,0.10602500543793504,0.11900389939546585,1818.937750062463,1720.7782873371457,3086.592318010441,0.523192286491394,0.5790131688117981,0.6076791286468506,0.49437835812568665,0.4621003568172455,0.5042049884796143,0.4854660928249359,0.5013075470924377,0.6187072396278381,0.5795109868049622,0.5276712775230408,0.4918009340763092,biden-original_clip_15_vtlp.wav,0
-198.0843963623047,124.8075180053711,-50.78493881225586,-13.667524337768555,-14.177322387695312,-8.675292015075684,-6.545064449310303,-6.497498989105225,-10.465999603271484,0.6959444284439087,-5.197213649749756,-3.6879870891571045,-6.328704833984375,-6.672347545623779,-7.161602020263672,-2.090278387069702,-12.628212928771973,-4.77169942855835,-9.411596298217773,-8.763033866882324,0.09780805901972157,0.08343444764614105,1703.0226540621065,1710.3421040361482,2888.571783008266,0.626365065574646,0.6420905590057373,0.621019184589386,0.574918270111084,0.5362337231636047,0.5739161372184753,0.5903161764144897,0.5972505807876587,0.6461436748504639,0.6240695118904114,0.5788290500640869,0.6025283932685852,biden-original_clip_16_vtlp.wav,0
-168.42562866210938,116.40167236328125,-44.49002456665039,-11.135710716247559,-18.2237606048584,-9.940912246704102,-10.782147407531738,-10.185873985290527,-11.954424858093262,-0.330248087644577,-2.582538604736328,-5.619954586029053,-5.190536022186279,-7.803753852844238,-11.757328033447266,-0.5624967217445374,-13.773686408996582,-4.287745952606201,-9.069984436035156,-7.729553699493408,0.11037648636890951,0.11431757360696793,1812.1829106209252,1743.4474869727685,2980.0754060324825,0.5816340446472168,0.5710318684577942,0.5394932627677917,0.5783718824386597,0.5567421913146973,0.5782971978187561,0.5774219036102295,0.5714390277862549,0.6756856441497803,0.6212777495384216,0.5467153787612915,0.529443621635437,biden-original_clip_17_vtlp.wav,0
